seq,timestamp,angle,torque,speed
68095,1475187088622521865,0.0349065847695,0.4375,8.78611087799
68096,1475187088642608384,0.0349065847695,0.4375,8.78333377838
68097,1475187088662599878,0.0349065847695,0.4375,8.78333377838
68098,1475187088682665283,0.0349065847695,0.375,8.78333377838
68099,1475187088702676215,0.0349065847695,0.375,8.78333377838
68100,1475187088722842340,0.0349065847695,0.375,8.78333377838
68101,1475187088742763668,0.0349065847695,0.375,8.78333377838
68102,1475187088762823600,0.0349065847695,0.375,8.78333377838
68103,1475187088782834544,0.0349065847695,0.4375,8.78333377838
68104,1475187088802826411,0.0349065847695,0.4375,8.7805557251
68105,1475187088823092691,0.0349065847695,0.4375,8.7805557251
68106,1475187088842942727,0.0349065847695,0.4375,8.77777767181
68107,1475187088862942975,0.0349065847695,0.5,8.77777767181
68108,1475187088883008967,0.0349065847695,0.5,8.77499961853
68109,1475187088903007682,0.0349065847695,0.375,8.77499961853
68110,1475187088923119049,0.0349065847695,0.375,8.77499961853
68111,1475187088943117616,0.0349065847695,0.4375,8.77499961853
68112,1475187088963108078,0.0349065847695,0.4375,8.77499961853
68113,1475187088983136645,0.0349065847695,0.5,8.77222251892
68114,1475187089003225075,0.0366519130766,0.5,8.76944446564
68115,1475187089023316984,0.0366519130766,0.5625,8.76666641235
68116,1475187089043253050,0.0366519130766,0.4375,8.76666641235
68117,1475187089063272309,0.0366519130766,0.375,8.76388931274
68118,1475187089083339232,0.0383972451091,0.4375,8.76388931274
68119,1475187089103584638,0.0383972451091,0.5,8.75833320618
68120,1475187089123813945,0.0383972451091,0.4375,8.75
68121,1475187089143428588,0.0383972451091,0.4375,8.75
68122,1475187089163543021,0.0383972451091,0.4375,8.75
68123,1475187089183486423,0.0383972451091,0.5,8.74722194672
68124,1475187089203522323,0.0383972451091,0.375,8.74166679382
68125,1475187089223806041,0.0383972451091,0.375,8.73333358765
68126,1475187089243601024,0.0383972451091,0.4375,8.73333358765
68127,1475187089263605915,0.0383972451091,0.375,8.72777748108
68128,1475187089283632582,0.0383972451091,0.4375,8.72500038147
68129,1475187089303702992,0.0383972451091,0.4375,8.7194442749
68130,1475187089323941998,0.0383972451091,0.375,8.71111106873
68131,1475187089343744200,0.0383972451091,0.4375,8.70833301544
68132,1475187089363772181,0.0383972451091,0.3125,8.69999980927
68133,1475187089383800581,0.0383972451091,0.25,8.69999980927
68134,1475187089403833932,0.0383972451091,0.25,8.69444465637
68135,1475187089423979266,0.0383972451091,0.25,8.6888885498
68136,1475187089444023418,0.0366519130766,0.25,8.6861114502
68137,1475187089463942279,0.0383972451091,0.1875,8.68333339691
68138,1475187089483990179,0.0383972451091,0.25,8.67777824402
68139,1475187089504004073,0.0383972451091,0.25,8.66944408417
68140,1475187089524040646,0.0383972451091,0.1875,8.66111087799
68141,1475187089544070570,0.0366519130766,0.1875,8.6555557251
68142,1475187089564210751,0.0383972451091,0.1875,8.64999961853
68143,1475187089584145055,0.0383972451091,0.1875,8.64722251892
68144,1475187089604200486,0.0383972451091,0.25,8.64444446564
68145,1475187089624219587,0.0383972451091,0.25,8.64166641235
68146,1475187089644229600,0.0383972451091,0.25,8.64166641235
68147,1475187089664272935,0.0383972451091,0.25,8.63611125946
68148,1475187089684289910,0.0383972451091,0.1875,8.63333320618
68149,1475187089704315499,0.0383972451091,0.125,8.625
68150,1475187089724378022,0.0383972451091,0.125,8.61666679382
68151,1475187089744418513,0.0383972451091,0.0625,8.61111068726
68152,1475187089764434752,0.0383972451091,0.125,8.60833358765
68153,1475187089784518267,0.0366519130766,0.0625,8.60555553436
68154,1475187089804507284,0.0383972451091,0.125,8.5944442749
68155,1475187089824533122,0.0383972451091,0.125,8.58888912201
68156,1475187089844572474,0.0383972451091,0.1875,8.58611106873
68157,1475187089864610937,0.0366519130766,0.1875,8.58333301544
68158,1475187089884644775,0.0366519130766,0.1875,8.58333301544
68159,1475187089904666870,0.0366519130766,0.1875,8.57777786255
68160,1475187089924679593,0.0366519130766,0.1875,8.57222175598
68161,1475187089944723705,0.0366519130766,0.125,8.56944465637
68162,1475187089964774914,0.0383972451091,0.25,8.5611114502
68163,1475187089984822427,0.0383972451091,0.3125,8.55833339691
68164,1475187090004816490,0.0383972451091,0.1875,8.54722213745
68165,1475187090024869945,0.0383972451091,0.125,8.54166698456
68166,1475187090044955670,0.0383972451091,0.125,8.53888893127
68167,1475187090065172836,0.0383972451091,0.125,8.53333377838
68168,1475187090084959242,0.0366519130766,0.0625,8.5305557251
68169,1475187090104995580,0.0366519130766,0.125,8.52222251892
68170,1475187090125024853,0.0366519130766,0.1875,8.51944446564
68171,1475187090145048462,0.0366519130766,0.1875,8.51666641235
68172,1475187090165109665,0.0366519130766,0.25,8.51111125946
68173,1475187090185174540,0.0366519130766,0.25,8.50555515289
68174,1475187090205175116,0.0366519130766,0.3125,8.5
68175,1475187090225181280,0.0366519130766,0.25,8.49166679382
68176,1475187090245238358,0.0366519130766,0.125,8.49166679382
68177,1475187090265247921,0.0366519130766,0.0625,8.48611068726
68178,1475187090285445900,0.0366519130766,0.125,8.48333358765
68179,1475187090305370236,0.0366519130766,0.0625,8.47500038147
68180,1475187090325387262,0.0366519130766,0.0,8.46666622162
68181,1475187090345405624,0.0366519130766,0.0625,8.46666622162
68182,1475187090365464374,0.0366519130766,0.0625,8.46388912201
68183,1475187090385447804,0.0366519130766,-0.0625,8.46111106873
68184,1475187090405693721,0.0366519130766,-0.125,8.45277786255
68185,1475187090425664984,0.0366519130766,-0.125,8.44722175598
68186,1475187090445694833,0.0366519130766,-0.125,8.44166660309
68187,1475187090465822631,0.0349065847695,-0.125,8.4361114502
68188,1475187090485664705,0.0349065847695,-0.0625,8.43333339691
68189,1475187090505657692,0.0349065847695,0.0,8.42777824402
68190,1475187090525690062,0.0349065847695,-0.0625,8.41944408417
68191,1475187090545726278,0.0349065847695,-0.25,8.40833377838
68192,1475187090565742843,0.0331612564623,-0.0625,8.39999961853
68193,1475187090585797926,0.0314159281552,-0.125,8.39722251892
68194,1475187090605810562,0.0296705979854,-0.1875,8.38333320618
68195,1475187090625845436,0.0244346093386,-0.1875,8.37777805328
68196,1475187090645944884,0.0209439508617,-0.1875,8.36944484711
68197,1475187090665953809,0.0174532923847,-0.3125,8.36111068726
68198,1475187090685953478,0.0157079640776,-0.1875,8.35277748108
68199,1475187090706012942,0.0139626339078,-0.25,8.34722232819
68200,1475187090726065595,0.0139626339078,-0.25,8.33888912201
68201,1475187090746057209,0.0139626339078,-0.1875,8.33333301544
68202,1475187090766081623,0.0139626339078,-0.25,8.32499980927
68203,1475187090786125667,0.0139626339078,-0.25,8.32222175598
68204,1475187090806170954,0.0139626339078,-0.25,8.3138885498
68205,1475187090826219056,0.0139626339078,-0.1875,8.30833339691
68206,1475187090846224093,0.0139626339078,-0.1875,8.30000019073
68207,1475187090866236399,0.0139626339078,-0.1875,8.29722213745
68208,1475187090886428545,0.0139626339078,-0.125,8.29444408417
68209,1475187090906317285,0.0139626339078,-0.1875,8.28888893127
68210,1475187090926382508,0.0139626339078,-0.25,8.28333377838
68211,1475187090946388052,0.0122173046693,-0.1875,8.2805557251
68212,1475187090966445883,0.0122173046693,-0.1875,8.27499961853
68213,1475187090986458715,0.0122173046693,-0.25,8.26944446564
68214,1475187091006622455,0.0122173046693,-0.1875,8.26666641235
68215,1475187091026614259,0.0104719754308,-0.1875,8.26388931274
68216,1475187091046590299,0.0104719754308,-0.1875,8.25833320618
68217,1475187091066587292,0.0104719754308,-0.125,8.25277805328
68218,1475187091086618806,0.0104719754308,-0.0625,8.24444484711
68219,1475187091106731196,0.0104719754308,-0.0625,8.24166679382
68220,1475187091126712291,0.0104719754308,-0.125,8.23888874054
68221,1475187091146721913,0.0104719754308,-0.1875,8.23333358765
68222,1475187091166752950,0.0104719754308,-0.1875,8.22777748108
68223,1475187091186785276,0.0104719754308,-0.1875,8.22222232819
68224,1475187091206810344,0.0104719754308,-0.125,8.21388912201
68225,1475187091226865149,0.0104719754308,-0.0625,8.20833301544
68226,1475187091246945790,0.0104719754308,-0.0625,8.20277786255
68227,1475187091266950963,0.0104719754308,-0.0625,8.19166660309
68228,1475187091287076593,0.0104719754308,0.0,8.1861114502
68229,1475187091306992523,0.0104719754308,0.0,8.17777824402
68230,1475187091327012528,0.0104719754308,0.0,8.17222213745
68231,1475187091347058901,0.0104719754308,-0.0625,8.16666698456
68232,1475187091367083223,0.00872664619237,-0.125,8.16111087799
68233,1475187091387218309,0.00872664619237,-0.125,8.1555557251
68234,1475187091407172147,0.0069813169539,-0.125,8.14999961853
68235,1475187091427187383,0.0069813169539,-0.125,8.14166641235
68236,1475187091447224557,0.0069813169539,0.0,8.13611125946
68237,1475187091467241042,0.0069813169539,0.0625,8.13055515289
68238,1475187091487304764,0.0069813169539,0.0,8.12222194672
68239,1475187091507298363,0.0069813169539,-0.0625,8.11388874054
68240,1475187091527360386,0.0069813169539,-0.0625,8.10833358765
68241,1475187091547378888,0.0069813169539,-0.125,8.10000038147
68242,1475187091567408079,0.00523598771542,-0.125,8.09166622162
68243,1475187091587455440,0.0069813169539,-0.125,8.08611106873
68244,1475187091607474057,0.00523598771542,-0.0625,8.08055591583
68245,1475187091627509450,0.00523598771542,-0.125,8.07499980927
68246,1475187091647550458,0.00523598771542,-0.125,8.07222175598
68247,1475187091667586524,0.00523598771542,-0.125,8.06666660309
68248,1475187091687603339,0.00523598771542,-0.0625,8.0638885498
68249,1475187091707640560,0.00523598771542,-0.0625,8.05833339691
68250,1475187091727666396,0.00523598771542,-0.125,8.05000019073
68251,1475187091747723511,0.00523598771542,-0.1875,8.04444408417
68252,1475187091767749996,0.00523598771542,-0.1875,8.03888893127
68253,1475187091787776212,0.00349065847695,-0.25,8.03611087799
68254,1475187091807791913,0.00174532923847,-0.1875,8.02777767181
68255,1475187091827829973,0.00174532923847,-0.25,8.02222251892
68256,1475187091847916430,0.00174532923847,-0.25,8.01944446564
68257,1475187091867948924,0.00174532923847,-0.25,8.01666641235
68258,1475187091887955117,0.00174532923847,-0.3125,8.01388931274
68259,1475187091907980836,0.00174532923847,-0.3125,8.00833320618
68260,1475187091928042654,0.0,-0.1875,8.00833320618
68261,1475187091948048212,0.0,-0.3125,8.0
68262,1475187091968074111,-0.00174532923847,-0.375,7.99444437027
68263,1475187091988137750,-0.00174532923847,-0.375,7.98888874054
68264,1475187092008163779,-0.00349065847695,-0.375,7.98333311081
68265,1475187092028162408,-0.00523598771542,-0.375,7.97499990463
68266,1475187092048196180,-0.0069813169539,-0.4375,7.9694442749
68267,1475187092068248746,-0.00872664619237,-0.3125,7.96388912201
68268,1475187092088266090,-0.00872664619237,-0.4375,7.955555439
68269,1475187092108299873,-0.0104719754308,-0.5,7.94722223282
68270,1475187092128337570,-0.0139626339078,-0.5625,7.94444465637
68271,1475187092148380596,-0.0157079640776,-0.5625,7.94444465637
68272,1475187092168468252,-0.0191986225545,-0.4375,7.93888902664
68273,1475187092188430370,-0.0209439508617,-0.5625,7.92777776718
68274,1475187092208458108,-0.0244346093386,-0.4375,7.92222213745
68275,1475187092228508385,-0.0261799395084,-0.3125,7.91666650772
68276,1475187092248538993,-0.0261799395084,-0.375,7.91111087799
68277,1475187092268740319,-0.0261799395084,-0.375,7.9055557251
68278,1475187092288604785,-0.0261799395084,-0.375,7.89722204208
68279,1475187092308648505,-0.0261799395084,-0.4375,7.88888883591
68280,1475187092328678752,-0.0261799395084,-0.4375,7.88333320618
68281,1475187092348701552,-0.0261799395084,-0.375,7.87777757645
68282,1475187092368742182,-0.0261799395084,-0.3125,7.87222242355
68283,1475187092388785358,-0.0261799395084,-0.3125,7.86666679382
68284,1475187092408800549,-0.0261799395084,-0.25,7.85833311081
68285,1475187092428832476,-0.0261799395084,-0.3125,7.85277795792
68286,1475187092448845076,-0.0279252678156,-0.375,7.84999990463
68287,1475187092468974432,-0.0279252678156,-0.3125,7.84999990463
68288,1475187092488986233,-0.0279252678156,-0.3125,7.84166669846
68289,1475187092508972595,-0.0279252678156,-0.3125,7.83333349228
68290,1475187092529000090,-0.0279252678156,-0.25,7.82499980927
68291,1475187092549044189,-0.0279252678156,-0.3125,7.81944465637
68292,1475187092569213507,-0.0279252678156,-0.25,7.81666660309
68293,1475187092589126996,-0.0279252678156,-0.3125,7.81111097336
68294,1475187092609186897,-0.0279252678156,-0.25,7.80555534363
68295,1475187092629178042,-0.0279252678156,-0.1875,7.80000019073
68296,1475187092649193514,-0.0279252678156,-0.25,7.794444561
68297,1475187092669454298,-0.0279252678156,-0.25,7.78888893127
68298,1475187092689252495,-0.0279252678156,-0.25,7.78333330154
68299,1475187092709304668,-0.0279252678156,-0.25,7.77777767181
68300,1475187092729350240,-0.0279252678156,-0.25,7.77222204208
68301,1475187092749389785,-0.0296705979854,-0.3125,7.76666688919
68302,1475187092769406143,-0.0296705979854,-0.3125,7.76111125946
68303,1475187092789456680,-0.0296705979854,-0.25,7.75277757645
68304,1475187092809457665,-0.0296705979854,-0.3125,7.75
68305,1475187092829522689,-0.0296705979854,-0.3125,7.74722242355
68306,1475187092849540904,-0.0296705979854,-0.25,7.74166679382
68307,1475187092869565586,-0.0296705979854,-0.125,7.73333311081
68308,1475187092889628305,-0.0296705979854,-0.0625,7.72499990463
68309,1475187092909698143,-0.0296705979854,-0.125,7.7194442749
68310,1475187092929666624,-0.0296705979854,-0.1875,7.71388912201
68311,1475187092949698902,-0.0296705979854,-0.1875,7.71111106873
68312,1475187092969717682,-0.0296705979854,-0.25,7.705555439
68313,1475187092989775517,-0.0296705979854,-0.25,7.69999980927
68314,1475187093009792218,-0.0296705979854,-0.1875,7.69166660309
68315,1475187093029844193,-0.0296705979854,-0.1875,7.68611097336
68316,1475187093049869190,-0.0296705979854,-0.125,7.68333339691
68317,1475187093069881137,-0.0296705979854,-0.125,7.67500019073
68318,1475187093089956487,-0.0296705979854,-0.125,7.669444561
68319,1475187093109973048,-0.0296705979854,-0.125,7.66666650772
68320,1475187093129994017,-0.0296705979854,-0.125,7.66111087799
68321,1475187093150047016,-0.0296705979854,0.0,7.6555557251
68322,1475187093170068739,-0.0296705979854,0.0,7.64722204208
68323,1475187093190086830,-0.0296705979854,-0.0625,7.64166688919
68324,1475187093210127405,-0.0296705979854,-0.0625,7.63611125946
68325,1475187093230186648,-0.0296705979854,-0.0625,7.63055562973
68326,1475187093250195759,-0.0296705979854,-0.125,7.625
68327,1475187093270226169,-0.0296705979854,-0.1875,7.61944437027
68328,1475187093290254105,-0.0296705979854,-0.1875,7.61388874054
68329,1475187093310319713,-0.0296705979854,-0.25,7.60833311081
68330,1475187093330335057,-0.0314159281552,-0.5,7.60277795792
68331,1475187093350367784,-0.0366519130766,-0.625,7.5944442749
68332,1475187093370375196,-0.0436332300305,-0.75,7.59166669846
68333,1475187093390436944,-0.0523598790169,-0.6875,7.58333349228
68334,1475187093410465830,-0.0593411959708,-0.625,7.57777786255
68335,1475187093430514805,-0.0663225129247,-0.625,7.57222223282
68336,1475187093450542640,-0.069813169539,-0.625,7.56666660309
68337,1475187093470555880,-0.0715584978461,-0.625,7.55833339691
68338,1475187093490623640,-0.0733038261533,-0.625,7.55277776718
68339,1475187093510617908,-0.0733038261533,-0.5625,7.54722213745
68340,1475187093530646829,-0.0733038261533,-0.5,7.54166650772
68341,1475187093550703764,-0.0733038261533,-0.4375,7.53333330154
68342,1475187093570717283,-0.0733038261533,-0.25,7.52777767181
68343,1475187093590750802,-0.0733038261533,-0.1875,7.52222204208
68344,1475187093610776137,-0.0733038261533,-0.1875,7.51666688919
68345,1475187093630867249,-0.0733038261533,-0.125,7.51666688919
68346,1475187093650866315,-0.0733038261533,-0.0625,7.51388883591
68347,1475187093670891505,-0.0733038261533,-0.0625,7.50833320618
68348,1475187093690956277,-0.0733038261533,0.0,7.50277757645
68349,1475187093710958534,-0.0733038261533,0.0,7.49722242355
68350,1475187093730986202,-0.0733038261533,0.0,7.48888874054
68351,1475187093751024024,-0.0715584978461,0.0,7.48333311081
68352,1475187093771061793,-0.0733038261533,0.0,7.47777795792
68353,1475187093791078934,-0.0733038261533,0.0,7.47499990463
68354,1475187093811116854,-0.0733038261533,0.0,7.47222232819
68355,1475187093831141159,-0.0733038261533,0.0625,7.47499990463
68356,1475187093851198181,-0.0733038261533,0.0,7.48055553436
68357,1475187093871225742,-0.0715584978461,0.0,7.48055553436
68358,1475187093891252407,-0.0733038261533,0.0,7.47222232819
68359,1475187093911298890,-0.0733038261533,-0.0625,7.47499990463
68360,1475187093931337525,-0.0733038261533,-0.0625,7.47222232819
68361,1475187093951370195,-0.0733038261533,-0.0625,7.46666669846
68362,1475187093971400377,-0.0733038261533,-0.0625,7.4694442749
68363,1475187093991431937,-0.0715584978461,0.0625,7.47222232819
68364,1475187094011454244,-0.0715584978461,0.0625,7.47222232819
68365,1475187094031492756,-0.0715584978461,0.125,7.47499990463
68366,1475187094051523272,-0.0715584978461,0.0,7.48055553436
68367,1475187094071539037,-0.0715584978461,0.0,7.48611116409
68368,1475187094091854591,-0.069813169539,0.125,7.49166679382
68369,1475187094111606476,-0.069813169539,0.125,7.49166679382
68370,1475187094131674531,-0.069813169539,0.0,7.49444437027
68371,1475187094151670255,-0.0715584978461,0.125,7.49722242355
68372,1475187094171712759,-0.0715584978461,0.0625,7.5
68373,1475187094191761083,-0.0715584978461,0.0,7.49722242355
68374,1475187094211777322,-0.0715584978461,0.125,7.49722242355
68375,1475187094231834455,-0.0733038261533,0.1875,7.51111125946
68376,1475187094251884585,-0.0715584978461,0.125,7.51944446564
68377,1475187094271950893,-0.0715584978461,0.1875,7.52222204208
68378,1475187094291969244,-0.069813169539,0.1875,7.5305557251
68379,1475187094311969786,-0.069813169539,0.125,7.53611087799
68380,1475187094331985861,-0.069813169539,0.125,7.54166650772
68381,1475187094352003470,-0.069813169539,0.25,7.54722213745
68382,1475187094372088496,-0.069813169539,0.1875,7.55277776718
68383,1475187094392077599,-0.069813169539,0.0,7.56388902664
68384,1475187094412101412,-0.0680678412318,0.0,7.56388902664
68385,1475187094432140270,-0.0680678412318,0.125,7.56944465637
68386,1475187094452200254,-0.0663225129247,0.125,7.57777786255
68387,1475187094472217884,-0.0663225129247,0.125,7.58333349228
68388,1475187094492243507,-0.0645771846175,0.1875,7.58888912201
68389,1475187094512269334,-0.0628318563104,0.125,7.59999990463
68390,1475187094532296847,-0.0628318563104,0.125,7.61388874054
68391,1475187094552349453,-0.0610865242779,0.1875,7.62222242355
68392,1475187094572371948,-0.0610865242779,0.1875,7.63333320618
68393,1475187094592397704,-0.0610865242779,0.25,7.64722204208
68394,1475187094612511571,-0.0610865242779,0.1875,7.66388893127
68395,1475187094632495681,-0.0610865242779,0.25,7.66666650772
68396,1475187094652516465,-0.0610865242779,0.1875,7.68055534363
68397,1475187094672546116,-0.0610865242779,0.4375,7.68333339691
68398,1475187094692580018,-0.0575958639383,0.3125,7.68888902664
68399,1475187094712637476,-0.054105207324,0.0625,7.69166660309
68400,1475187094732668272,-0.0506145469844,0.0,7.69999980927
68401,1475187094752681057,-0.0488692186773,0.0,7.71666669846
68402,1475187094772727975,-0.0471238903701,0.0625,7.71111106873
68403,1475187094792740346,-0.0471238903701,0.125,7.71388912201
68404,1475187094812778263,-0.045378562063,0.0625,7.72222232819
68405,1475187094832810351,-0.045378562063,0.1875,7.73611116409
68406,1475187094852825212,-0.0436332300305,0.25,7.73888874054
68407,1475187094873037476,-0.0418879017234,0.1875,7.75
68408,1475187094892971348,-0.0383972451091,0.1875,7.76666688919
68409,1475187094912967257,-0.0366519130766,0.1875,7.77777767181
68410,1475187094933015069,-0.0331612564623,0.125,7.79166650772
68411,1475187094953192587,-0.0279252678156,0.125,7.81388902664
68412,1475187094973194768,-0.0244346093386,0.0,7.81666660309
68413,1475187094993062221,-0.0191986225545,0.0625,7.81388902664
68414,1475187095013103312,-0.0157079640776,0.0,7.83888912201
68415,1475187095033130742,-0.0122173046693,-0.0625,7.85555553436
68416,1475187095053265013,-0.00872664619237,0.0,7.86666679382
68417,1475187095073233365,-0.00523598771542,0.125,7.86944437027
68418,1475187095093390791,-0.00174532923847,0.0625,7.89722204208
68419,1475187095113268018,0.0,0.0,7.91111087799
68420,1475187095133348903,0.00174532923847,0.0625,7.92222213745
68421,1475187095153363615,0.00174532923847,0.0625,7.93333339691
68422,1475187095173404770,0.00174532923847,0.125,7.94166660309
68423,1475187095193430459,0.00174532923847,0.125,7.96111106873
68424,1475187095213434253,0.00174532923847,0.25,7.97499990463
68425,1475187095233471855,0.00349065847695,0.375,7.98611116409
68426,1475187095253571371,0.00349065847695,0.375,8.0
68427,1475187095273560940,0.00349065847695,0.3125,8.00555515289
68428,1475187095293570418,0.00349065847695,0.25,8.0305557251
68429,1475187095313592676,0.00349065847695,0.3125,8.04444408417
68430,1475187095333622493,0.00349065847695,0.375,8.05833339691
68431,1475187095353656228,0.00523598771542,0.3125,8.07222175598
68432,1475187095373711493,0.0069813169539,0.25,8.08055591583
68433,1475187095393725919,0.00872664619237,0.1875,8.10555553436
68434,1475187095413802739,0.0122173046693,0.1875,8.125
68435,1475187095433989927,0.0157079640776,0.1875,8.14166641235
68436,1475187095453823507,0.0191986225545,0.1875,8.1555557251
68437,1475187095473915312,0.0244346093386,0.25,8.17222213745
68438,1475187095493948437,0.0296705979854,0.3125,8.1861114502
68439,1475187095513946289,0.0349065847695,0.375,8.19722175598
68440,1475187095534090272,0.0401425734162,0.375,8.21111106873
68441,1475187095554009972,0.0418879017234,0.5,8.22777748108
68442,1475187095574040430,0.045378562063,0.625,8.24166679382
68443,1475187095594068911,0.0488692186773,0.6875,8.25555515289
68444,1475187095614078105,0.0523598790169,0.625,8.26944446564
68445,1475187095634144387,0.054105207324,0.625,8.28611087799
68446,1475187095654340578,0.054105207324,0.6875,8.30000019073
68447,1475187095674201201,0.054105207324,0.625,8.3138885498
68448,1475187095694242931,0.054105207324,0.5625,8.32777786255
68449,1475187095714253838,0.054105207324,0.5625,8.34166622162
68450,1475187095734324809,0.054105207324,0.5625,8.35555553436
68451,1475187095754326442,0.054105207324,0.5625,8.36944484711
68452,1475187095774401219,0.054105207324,0.5,8.38611125946
68453,1475187095794449139,0.054105207324,0.5,8.40277767181
68454,1475187095814440120,0.054105207324,0.625,8.41944408417
68455,1475187095834609511,0.054105207324,0.6875,8.4361114502
68456,1475187095854498353,0.0558505356312,0.625,8.45277786255
68457,1475187095874506308,0.0575958639383,0.6875,8.47222232819
68458,1475187095894611972,0.0593411959708,0.625,8.48888874054
68459,1475187095914722357,0.0593411959708,0.625,8.50555515289
68460,1475187095934712937,0.0628318563104,0.625,8.51944446564
68461,1475187095954735900,0.0645771846175,0.5625,8.53333377838
68462,1475187095974733137,0.0663225129247,0.625,8.54722213745
68463,1475187095994833839,0.069813169539,0.625,8.5611114502
68464,1475187096014846176,0.069813169539,0.5625,8.57499980927
68465,1475187096034988107,0.069813169539,0.5,8.59166622162
68466,1475187096054970222,0.069813169539,0.5,8.60555553436
68467,1475187096074924679,0.069813169539,0.5625,8.61666679382
68468,1475187096095065710,0.069813169539,0.5625,8.63055515289
68469,1475187096115102588,0.069813169539,0.5625,8.64722251892
68470,1475187096135132984,0.069813169539,0.625,8.66111087799
68471,1475187096155176021,0.0715584978461,0.5625,8.67500019073
68472,1475187096175094314,0.069813169539,0.5,8.6888885498
68473,1475187096195071759,0.069813169539,0.5,8.69999980927
68474,1475187096215131726,0.069813169539,0.5,8.71111106873
68475,1475187096235140130,0.069813169539,0.4375,8.72500038147
68476,1475187096255167056,0.069813169539,0.5,8.74166679382
68477,1475187096275203479,0.069813169539,0.5,8.75555515289
68478,1475187096295223445,0.069813169539,0.5,8.77222251892
68479,1475187096315348238,0.069813169539,0.5625,8.78611087799
68480,1475187096335382971,0.069813169539,0.5625,8.80000019073
68481,1475187096355405461,0.069813169539,0.5,8.81666660309
68482,1475187096375376358,0.069813169539,0.5,8.83333301544
68483,1475187096395552692,0.069813169539,0.4375,8.84722232819
68484,1475187096415434728,0.069813169539,0.375,8.86111068726
68485,1475187096435605997,0.069813169539,0.3125,8.87777805328
68486,1475187096455593555,0.069813169539,0.4375,8.89444446564
68487,1475187096475562844,0.069813169539,0.4375,8.91111087799
68488,1475187096495551907,0.069813169539,0.5,8.92500019073
68489,1475187096515581571,0.0715584978461,0.5625,8.94444465637
68490,1475187096535632837,0.0715584978461,0.5,8.96666622162
68491,1475187096555787189,0.0733038261533,0.5625,8.98333358765
68492,1475187096575704548,0.0733038261533,0.5,8.99722194672
68493,1475187096595727219,0.0733038261533,0.4375,9.01666641235
68494,1475187096615764221,0.0733038261533,0.4375,9.03611087799
68495,1475187096635780187,0.0733038261533,0.5,9.05555534363
68496,1475187096655840864,0.0733038261533,0.5625,9.07222175598
68497,1475187096675868201,0.0733038261533,0.5625,9.08888912201
68498,1475187096695895751,0.0733038261533,0.625,9.10277748108
68499,1475187096715959863,0.0750491544604,0.5625,9.11944484711
68500,1475187096735973503,0.0750491544604,0.5625,9.13888931274
68501,1475187096755979471,0.0750491544604,0.6875,9.15277767181
68502,1475187096776028851,0.0750491544604,0.8125,9.16666698456
68503,1475187096796068741,0.0767944902182,0.6875,9.18055534363
68504,1475187096816098892,0.0767944902182,0.6875,9.19166660309
68505,1475187096836152140,0.0767944902182,0.6875,9.20555591583
68506,1475187096856185381,0.0785398185253,0.6875,9.21666622162
68507,1475187096876195732,0.0785398185253,0.625,9.23055553436
68508,1475187096896238741,0.0785398185253,0.6875,9.24166679382
68509,1475187096916254182,0.0785398185253,0.75,9.25277805328
68510,1475187096936281508,0.0802851468325,0.6875,9.26388931274
68511,1475187096956358310,0.0802851468325,0.625,9.27222251892
68512,1475187096976349607,0.0802851468325,0.5625,9.2805557251
68513,1475187096996391052,0.0802851468325,0.625,9.29444408417
68514,1475187097016412097,0.0820304751396,0.625,9.30833339691
68515,1475187097036462678,0.0837758034468,0.625,9.31666660309
68516,1475187097056487745,0.0837758034468,0.5625,9.32777786255
68517,1475187097076526393,0.0837758034468,0.625,9.34166622162
68518,1475187097096579463,0.0855211317539,0.5625,9.35555553436
68519,1475187097116581937,0.0855211317539,0.5,9.36944484711
68520,1475187097136653948,0.0855211317539,0.5625,9.38333320618
68521,1475187097156705555,0.0855211317539,0.625,9.39722251892
68522,1475187097176698199,0.0855211317539,0.5625,9.41111087799
68523,1475187097196768268,0.0855211317539,0.625,9.42222213745
68524,1475187097216755097,0.0855211317539,0.6875,9.43333339691
68525,1475187097236781623,0.0855211317539,0.75,9.44722175598
68526,1475187097256811278,0.0855211317539,0.625,9.45833301544
68527,1475187097276851421,0.0855211317539,0.5625,9.47222232819
68528,1475187097296889159,0.0855211317539,0.5,9.48611068726
68529,1475187097316972489,0.0855211317539,0.4375,9.49722194672
68530,1475187097336951823,0.0837758034468,0.5,9.50833320618
68531,1475187097357021437,0.0837758034468,0.5,9.51944446564
68532,1475187097377034337,0.0837758034468,0.5625,9.5305557251
68533,1475187097397040230,0.0855211317539,0.5625,9.54166698456
68534,1475187097417113915,0.0855211317539,0.4375,9.55277824402
68535,1475187097437118638,0.0855211317539,0.4375,9.5638885498
68536,1475187097457172877,0.0855211317539,0.375,9.57499980927
68537,1475187097477218648,0.0855211317539,0.375,9.58611106873
68538,1475187097497231552,0.0837758034468,0.375,9.60277748108
68539,1475187097517270315,0.0837758034468,0.25,9.61666679382
68540,1475187097537291435,0.0837758034468,0.25,9.63055515289
68541,1475187097557315492,0.0837758034468,0.375,9.64166641235
68542,1475187097577374144,0.0837758034468,0.5625,9.6555557251
68543,1475187097597384677,0.0837758034468,0.5,9.66666698456
68544,1475187097617423322,0.0837758034468,0.5,9.68055534363
68545,1475187097637449864,0.0837758034468,0.5,9.6888885498
